rating_id	new_id
1003134	0
1003798	1
1005261	2
1008023	3
1010145	4
1018542	5
1023672	6
1026493	7
1035020	8
1039046	9
1039205	10
1041209	11
1041403	12
1044535	13
1044776	14
1045824	15
1046264	16
1047533	17
1048016	18
1048362	19
1049298	20
1051870	21
1053592	22
1054946	23
1058825	24
1059156	25
1066049	26
1077321	27
2005054	28
2008475	29
2016788	30
2017294	31
2019942	32
2030825	33
2048518	34
2048948	35
2059839	36
2061069	37
2063610	38
2064055	39
2069487	40
2070648	41
2073565	42
2076242	43
2085748	44
2093901	45
2096037	46
2101299	47
2103423	48
2110826	49
2121794	50
2131600	51
2137578	52
2140155	53
2140839	54
2143627	55
2150262	56
2151998	57
2158309	58
2162156	59
2162162	60
2164753	61
2167262	62
2170339	63
2176276	64
2177008	65
2180051	66
2181602	67
2186803	68
2189202	69
2192894	70
2195865	71
2197281	72
2198965	73
2204896	74
2207841	75
2222413	76
2226960	77
2227566	78
2230712	79
2235610	80
2240207	81
2241192	82
2242663	83
2246769	84
2248978	85
2255135	86
2262515	87
2265552	88
2266344	89
2274811	90
2279424	91
2283870	92
2288779	93
2292633	94
2304843	95
2311227	96
2312011	97
2315261	98
2322458	99
2323914	100
2326592	101
2327961	102
2339717	103
2348952	104
2350911	105
2355345	106
2359678	107
2372941	108
2374836	109
2375403	110
2375432	111
2379522	112
2381673	113
2382718	114
2383779	115
2385154	116
2386457	117
2389684	118
2390254	119
2393365	120
2397241	121
2397493	122
2398370	123
2399370	124
2401264	125
2403537	126
2410164	127
2417190	128
2420095	129
2420117	130
2425088	131
2427003	132
2433558	133
2435006	134
2435749	135
2438290	136
2440512	137
2441502	138
2441673	139
2445122	140
2447052	141
2447190	142
2447205	143
2455273	144
2456122	145
2457675	146
2460814	147
2461522	148
2461854	149
2462874	150
2467032	151
2468940	152
2469956	153
2472544	154
2472606	155
2476100	156
2476355	157
2477483	158
2482474	159
2482724	160
2486568	161
2492485	162
2499597	163
2504308	164
2510859	165
2512183	166
2515842	167
2520835	168
2521525	169
2528633	170
2529878	171
2533611	172
2535950	173
2541986	174
2542016	175
2542575	176
2546987	177
2549674	178
2553227	179
2554610	180
2556449	181
2560770	182
2562052	183
2565159	184
2570234	185
2571823	186
2574531	187
2577791	188
2585812	189
2589475	190
2597871	191
2600107	192
2602896	193
2603081	194
2603703	195
2607563	196
2608296	197
2610480	198
2611775	199
2612191	200
2622081	201
2630994	202
2631223	203
2633112	204
2638440	205
2642854	206
2644887	207
2645123	208
2649794	209
2657881	210
2658111	211
2658791	212
2673926	213
2675124	214
2678618	215
2678822	216
2701378	217
2703135	218
2703633	219
2707419	220
2724069	221
2727443	222
2729340	223
2733315	224
2739069	225
2744405	226
2747640	227
2747679	228
2755707	229
2755790	230
2761764	231
2763552	232
2764756	233
2768394	234
2769208	235
2770591	236
2771935	237
2773174	238
2776813	239
2777664	240
2780869	241
2788834	242
2790266	243
2801472	244
2804308	245
2804395	246
2804532	247
2810982	248
2812325	249
2813453	250
2824172	251
2833076	252
2845351	253
2848903	254
2854098	255
2868177	256
2869646	257
2870824	258
2872745	259
2880053	260
2886938	261
2899755	262
2907720	263
2909843	264
2920678	265
2923909	266
2927082	267
2927263	268
2930628	269
2931798	270
2934732	271
2946886	272
2948640	273
2953318	274
2956997	275
2974669	276
2975450	277
2979372	278
2989016	279
2991844	280
2991896	281
2997358	282
2998915	283
3002379	284
3002671	285
3003353	286
3007944	287
3028004	288
3035191	289
3035207	290
3035668	291
3043144	292
3044195	293
3051447	294
3052022	295
3053025	296
3053933	297
3059654	298
3082665	299
3089212	300
3090210	301
3096244	302
3098722	303
3103292	304
3107623	305
3109315	306
3123481	307
3126145	308
3130649	309
3137007	310
3143236	311
3145388	312
3145595	313
3148826	314
3151665	315
3155540	316
3156194	317
3159299	318
3166620	319
3174826	320
3178253	321
3187328	322
3188749	323
3190458	324
3197019	325
3197196	326
3204111	327
3207280	328
3223138	329
