rating_id	new_id
3	0
8	1
64	2
72	3
81	4
82	5
87	6
99	7
101	8
117	9
120	10
125	11
159	12
161	13
181	14
188	15
190	16
227	17
244	18
253	19
254	20
261	21
296	22
306	23
310	24
311	25
330	26
369	27
377	28
380	29
387	30
392	31
395	32
405	33
409	34
419	35
446	36
449	37
459	38
474	39
475	40
488	41
493	42
494	43
530	44
533	45
537	46
582	47
590	48
594	49
596	50
599	51
617	52
621	53
631	54
674	55
678	56
689	57
690	58
693	59
694	60
707	61
708	62
716	63
721	64
781	65
792	66
793	67
800	68
808	69
815	70
817	71
844	72
854	73
855	74
857	75
859	76
867	77
868	78
874	79
881	80
913	81
918	82
923	83
954	84
974	85
977	86
1007	87
1009	88
1051	89
1052	90
1056	91
1076	92
1109	93
1114	94
1116	95
1125	96
1138	97
1149	98
1156	99
1157	100
1166	101
1171	102
1177	103
1183	104
1188	105
1199	106
1214	107
1238	108
1266	109
1272	110
1273	111
1285	112
1293	113
1331	114
1356	115
1363	116
1367	117
1421	118
1448	119
1487	120
1489	121
1492	122
1506	123
1520	124
1523	125
1535	126
1543	127
1547	128
1556	129
1572	130
1617	131
1692	132
1716	133
1732	134
1738	135
1740	136
1771	137
1778	138
1780	139
1785	140
1797	141
1815	142
1816	143
1824	144
1838	145
2729	146
2970	147
2981	148
2997	149
2999	150
3001	151
3014	152
3034	153
3035	154
3061	155
3064	156
3068	157
3075	158
3091	159
3094	160
3095	161
3098	162
3099	163
3101	164
3103	165
3106	166
3108	167
3111	168
3114	169
3115	170
3117	171
3122	172
3133	173
3148	174
3165	175
3168	176
3179	177
3181	178
3187	179
3229	180
3230	181
3242	182
3256	183
3276	184
3284	185
3287	186
3291	187
3304	188
3305	189
3320	190
3324	191
3326	192
3336	193
3352	194
3353	195
3385	196
3407	197
3409	198
3414	199
3425	200
3432	201
3442	202
3472	203
3474	204
3483	205
3484	206
3497	207
3498	208
3500	209
3502	210
3507	211
3511	212
3533	213
3534	214
3546	215
3548	216
3554	217
3555	218
3557	219
3570	220
3575	221
3577	222
3583	223
3593	224
3623	225
3635	226
3638	227
3670	228
3673	229
3694	230
3708	231
3712	232
3743	233
3761	234
3767	235
3788	236
3791	237
3792	238
3813	239
3860	240
3879	241
3920	242
3921	243
3922	244
3934	245
3937	246
3945	247
3951	248
3983	249
4013	250
4015	251
4025	252
4037	253
4045	254
4046	255
4052	256
4060	257
4097	258
4100	259
4104	260
4127	261
4136	262
4137	263
4143	264
4144	265
4145	266
4159	267
4200	268
4203	269
4221	270
4239	271
4247	272
4261	273
4272	274
4302	275
4303	276
4304	277
4345	278
4346	279
4347	280
4362	281
4366	282
4376	283
4377	284
4382	285
4383	286
4420	287
4459	288
4462	289
4464	290
4472	291
4571	292
4606	293
4635	294
4654	295
4658	296
4661	297
4679	298
4685	299
4705	300
4706	301
4732	302
4733	303
4735	304
4774	305
4778	306
4811	307
4902	308
4909	309
4914	310
4917	311
4918	312
4926	313
4928	314
4929	315
4957	316
4959	317
4965	318
5000	319
5013	320
5029	321
5058	322
5070	323
5088	324
5090	325
5095	326
5097	327
5110	328
5114	329
5117	330
5126	331
5137	332
5143	333
5172	334
5188	335
5194	336
5203	337
5205	338
5223	339
5226	340
5232	341
5234	342
5236	343
5237	344
5241	345
5245	346
5249	347
5258	348
5259	349
5282	350
5294	351
5342	352
5360	353
5361	354
5367	355
5369	356
5467	357
5506	358
5538	359
5682	360
5684	361
5712	362
5735	363
5788	364
5803	365
5806	366
5810	367
5817	368
5838	369
5839	370
5954	371
5956	372
5957	373
5961	374
6100	375
6120	376
6125	377
6145	378
6154	379
6163	380
6193	381
6198	382
6238	383
6286	384
6383	385
6385	386
6419	387
6421	388
6422	389
6424	390
6452	391
6455	392
6457	393
6474	394
6533	395
6573	396
6633	397
6634	398
6660	399
6661	400
6662	401
6663	402
6665	403
6691	404
6742	405
6801	406
6809	407
6814	408
6816	409
6870	410
6873	411
6874	412
6875	413
6902	414
6935	415
6953	416
6968	417
6997	418
7052	419
7111	420
7211	421
7347	422
7374	423
7375	424
7387	425
7397	426
7434	427
7441	428
7450	429
7479	430
7506	431
7554	432
7555	433
7560	434
7564	435
7568	436
7575	437
7580	438
7691	439
7695	440
7730	441
7843	442
7879	443
7928	444
8061	445
8250	446
8256	447
8261	448
8345	449
8347	450
8360	451
8412	452
8510	453
8520	454
8628	455
8662	456
8673	457
8699	458
8758	459
8761	460
8762	461
8772	462
8790	463
8792	464
9013	465
9129	466
9140	467
9141	468
9276	469
9278	470
9282	471
9288	472
9471	473
9509	474
9510	475
9513	476
9515	477
9516	478
9521	479
9562	480
9571	481
9579	482
9615	483
9616	484
9626	485
9674	486
9731	487
9978	488
9986	489
10015	490
10019	491
10022	492
10104	493
10114	494
10118	495
10173	496
10182	497
10186	498
10246	499
10312	500
10317	501
10343	502
10345	503
10346	504
10378	505
10383	506
10405	507
10406	508
10410	509
10563	510
10565	511
10574	512
10596	513
10603	514
10624	515
10701	516
10728	517
10730	518
10731	519
10732	520
10734	521
10735	522
10737	523
10746	524
10751	525
10753	526
10797	527
10798	528
10811	529
10960	530
11091	531
11094	532
11113	533
11131	534
11235	535
11291	536
11550	537
11552	538
11560	539
11564	540
11572	541
11577	542
11656	543
11662	544
11670	545
11671	546
11721	547
11725	548
11802	549
11851	550
11855	551
11857	552
11859	553
11861	554
11862	555
11884	556
11888	557
11891	558
11892	559
11901	560
11983	561
11990	562
11993	563
12005	564
12113	565
12123	566
12174	567
12195	568
12207	569
12209	570
12239	571
12240	572
12243	573
12245	574
12257	575
12258	576
12259	577
12260	578
12263	579
12269	580
12275	581
12276	582
12281	583
12293	584
12300	585
12436	586
12437	587
12459	588
12499	589
12519	590
12550	591
12551	592
12808	593
12809	594
12810	595
12823	596
12844	597
12924	598
12933	599
13075	600
13078	601
13309	602
13409	603
13456	604
13459	605
13460	606
13474	607
13476	608
13482	609
13485	610
13550	611
13581	612
13589	613
13592	614
13596	615
13601	616
13687	617
13690	618
13801	619
13872	620
13931	621
13940	622
14008	623
14010	624
14012	625
14023	626
14032	627
14060	628
14076	629
14077	630
14168	631
14180	632
14277	633
14278	634
14281	635
14285	636
14286	637
14290	638
14322	639
14323	640
14328	641
14346	642
14445	643
14551	644
14584	645
14585	646
14698	647
14738	648
14742	649
14744	650
14762	651
14773	652
14776	653
14778	654
14784	655
14801	656
14818	657
14819	658
14820	659
14823	660
14824	661
14831	662
14922	663
14923	664
14924	665
14926	666
14938	667
14947	668
14954	669
15047	670
15096	671
15112	672
15114	673
15143	674
15147	675
15164	676
15165	677
15201	678
15205	679
15209	680
15219	681
15220	682
15232	683
15233	684
15252	685
15256	686
15275	687
15312	688
15317	689
15318	690
15326	691
15340	692
15349	693
15350	694
15354	695
15373	696
15392	697
15394	698
15423	699
15424	700
15425	701
15428	702
15458	703
15464	704
15465	705
15472	706
15557	707
15558	708
15635	709
15639	710
15640	711
15646	712
15647	713
15649	714
15653	715
15669	716
15674	717
15675	718
15681	719
15686	720
15719	721
15720	722
